application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
5189,Male,True,3.1,Humanities,,620.0,5.0,Consulting,Reject
2887,Male,True,3.12,STEM,,580.0,5.0,Nonprofit/Gov,Reject
2603,Female,False,3.22,STEM,White,610.0,5.0,Investment Banking,Reject
1860,Male,False,3.31,Business,Hispanic,670.0,4.0,Nonprofit/Gov,Reject
1863,Male,False,3.28,Humanities,Hispanic,710.0,5.0,Investment Banking,Admit
3000,Male,False,3.55,Business,Asian,760.0,6.0,Consulting,Admit
3081,Male,True,3.27,STEM,,710.0,5.0,Other,Reject
4915,Male,True,3.21,Humanities,,700.0,3.0,Financial Services,Admit
6064,Female,False,3.17,Humanities,Hispanic,610.0,4.0,Technology,Reject
3272,Female,True,3.36,Business,,720.0,5.0,Nonprofit/Gov,Reject
3127,Male,False,3.44,Humanities,White,660.0,5.0,Consulting,Reject
3749,Male,False,3.28,Business,Asian,750.0,3.0,Media/Entertainment,Admit
2000,Female,False,3.06,Business,Black,620.0,5.0,Investment Banking,Reject
3037,Male,True,3.23,Humanities,,680.0,6.0,Consulting,Admit
5320,Male,False,3.02,Humanities,White,650.0,5.0,Investment Banking,Reject
3130,Female,True,3.11,Business,,600.0,5.0,Consulting,Reject
5447,Male,False,3.28,STEM,Black,710.0,5.0,PE/VC,Admit
1525,Male,False,3.4,Humanities,Hispanic,620.0,5.0,Consulting,Reject
1366,Male,True,3.29,STEM,,610.0,4.0,Investment Banking,Reject
5263,Male,False,3.12,Business,Other,610.0,4.0,Consulting,Reject
1346,Male,True,3.47,STEM,,720.0,7.0,Investment Banking,Admit
1498,Male,False,3.3,Humanities,Hispanic,600.0,5.0,PE/VC,Reject
593,Male,False,3.44,Business,White,660.0,6.0,Consulting,Admit
812,Male,True,3.39,Humanities,,600.0,6.0,Health Care,Reject
257,Female,False,3.47,STEM,Black,730.0,4.0,Technology,Admit
2865,Female,False,3.35,Business,Black,700.0,6.0,Consulting,Admit
3230,Female,False,3.12,Humanities,Asian,620.0,4.0,Consulting,Reject
387,Female,False,3.03,Humanities,Asian,590.0,5.0,Consulting,Admit
754,Male,True,3.24,Humanities,,670.0,5.0,Other,Admit
642,Male,True,3.34,Business,,660.0,5.0,Consulting,Admit
5169,Male,True,3.29,STEM,,660.0,6.0,Technology,Reject
1674,Male,True,3.11,Business,,570.0,5.0,Health Care,Reject
4857,Male,False,3.29,Humanities,White,670.0,5.0,Consulting,Reject
2790,Male,False,3.53,Humanities,Hispanic,740.0,5.0,Consulting,Admit
2899,Male,True,3.41,Humanities,,750.0,4.0,Other,Admit
81,Male,False,2.93,Humanities,Hispanic,620.0,4.0,Technology,Reject
3177,Female,False,3.51,Business,Hispanic,680.0,6.0,Real Estate,Admit
5283,Male,False,3.21,Humanities,White,620.0,3.0,Consulting,Reject
2169,Male,True,2.87,STEM,,610.0,4.0,Nonprofit/Gov,Reject
5930,Male,False,3.48,Humanities,Asian,760.0,8.0,Financial Services,Admit
5354,Male,False,3.24,Humanities,Asian,660.0,3.0,Consulting,Reject
4190,Female,False,3.4,STEM,Asian,710.0,6.0,Consulting,Admit
3666,Male,False,3.32,Humanities,Asian,680.0,6.0,PE/VC,Admit
4833,Female,True,3.61,Humanities,,680.0,4.0,Consulting,Admit
5167,Female,False,3.25,STEM,Black,720.0,6.0,Consulting,Admit
3588,Male,False,3.65,Humanities,Hispanic,730.0,6.0,Nonprofit/Gov,Admit
1750,Male,False,3.17,Humanities,Hispanic,690.0,5.0,PE/VC,Reject
1463,Female,False,3.45,Humanities,Asian,690.0,5.0,CPG,Admit
1901,Female,False,3.25,STEM,White,660.0,5.0,Technology,Reject
395,Male,True,3.32,STEM,,580.0,5.0,Real Estate,Reject
377,Female,True,3.18,Business,,690.0,3.0,Financial Services,Admit
3552,Male,True,3.52,Business,,750.0,6.0,Consulting,Admit
3400,Male,False,3.13,Humanities,Asian,690.0,3.0,PE/VC,Reject
5219,Male,False,3.19,Humanities,Black,650.0,5.0,PE/VC,Reject
2416,Female,False,3.43,Humanities,Asian,680.0,5.0,Financial Services,Admit
2528,Male,True,3.19,STEM,,670.0,4.0,Investment Banking,Reject
4437,Female,False,3.37,Humanities,Asian,620.0,6.0,Investment Management,Reject
594,Female,True,3.19,STEM,,700.0,5.0,Consulting,Admit
4231,Male,False,3.16,Business,White,690.0,4.0,Health Care,Reject
5702,Male,False,3.27,Humanities,Black,660.0,7.0,Nonprofit/Gov,Reject
615,Female,False,3.22,Humanities,Black,660.0,5.0,Technology,Admit
234,Male,True,3.33,STEM,,720.0,5.0,Nonprofit/Gov,Admit
857,Male,False,3.58,Business,Hispanic,730.0,6.0,CPG,Admit
3577,Female,False,3.3,Humanities,Hispanic,660.0,4.0,Financial Services,Admit
4340,Female,False,3.39,STEM,Other,730.0,3.0,Technology,Admit
3306,Male,False,3.43,Humanities,White,710.0,5.0,Consulting,Admit
4434,Female,True,3.41,Humanities,,700.0,5.0,PE/VC,Admit
663,Female,True,3.23,STEM,,650.0,4.0,Financial Services,Admit
5561,Female,False,3.37,Business,White,670.0,7.0,Consulting,Admit
3387,Male,True,2.97,STEM,,570.0,5.0,Investment Banking,Reject
473,Male,False,3.48,Business,Black,690.0,5.0,Investment Banking,Admit
127,Male,True,3.4,Humanities,,730.0,5.0,Nonprofit/Gov,Reject
4440,Male,False,3.15,STEM,Asian,620.0,5.0,Consulting,Reject
5588,Male,False,3.38,STEM,Other,610.0,7.0,Health Care,Reject
432,Male,False,3.56,STEM,White,710.0,6.0,Technology,Admit
3798,Female,False,3.36,Business,Asian,710.0,5.0,Financial Services,Admit
3112,Male,False,3.22,STEM,Hispanic,710.0,4.0,Technology,Admit
5991,Male,True,3.13,STEM,,640.0,5.0,Investment Banking,Reject
4039,Female,True,3.2,Business,,620.0,5.0,Consulting,Reject
2548,Male,True,3.23,Humanities,,640.0,6.0,Technology,Reject
939,Male,False,3.21,Humanities,White,690.0,3.0,Real Estate,Admit
4436,Male,False,3.51,Humanities,Black,690.0,4.0,Financial Services,Admit
3535,Female,False,3.04,Business,White,570.0,5.0,Consulting,Reject
2725,Female,False,3.42,Business,Asian,670.0,3.0,Technology,Admit
4476,Male,False,3.27,Humanities,White,700.0,3.0,Health Care,Admit
2354,Female,False,3.26,Humanities,Asian,670.0,6.0,Other,Admit
1555,Female,False,3.21,Business,White,730.0,5.0,Nonprofit/Gov,Admit
2988,Female,False,3.4,Business,Other,720.0,4.0,Financial Services,Admit
3100,Male,False,3.08,Humanities,Asian,590.0,4.0,Consulting,Reject
3246,Male,False,3.42,Business,White,630.0,4.0,Consulting,Reject
5079,Male,False,3.15,Humanities,Asian,680.0,5.0,PE/VC,Reject
1040,Male,False,3.46,STEM,White,630.0,7.0,Investment Banking,Reject
1893,Female,False,3.37,Humanities,Black,680.0,7.0,Financial Services,Admit
4746,Male,False,3.42,STEM,Other,680.0,5.0,Consulting,Admit
2879,Female,False,3.35,Humanities,Asian,680.0,4.0,Investment Management,Admit
2049,Female,True,3.01,Business,,680.0,5.0,Investment Banking,Reject
265,Male,True,3.05,Humanities,,600.0,5.0,Technology,Reject
2708,Male,False,3.38,Business,White,690.0,4.0,Nonprofit/Gov,Admit
6095,Male,False,3.17,Humanities,Asian,600.0,5.0,PE/VC,Reject
806,Male,True,3.09,Humanities,,640.0,5.0,Nonprofit/Gov,Reject
5627,Male,False,3.42,Business,Other,710.0,5.0,PE/VC,Admit
5188,Male,True,3.32,Humanities,,740.0,7.0,Consulting,Reject
4990,Female,True,3.44,STEM,,650.0,4.0,Health Care,Reject
3426,Female,False,3.37,Humanities,Asian,700.0,4.0,Health Care,Admit
3615,Female,False,3.19,STEM,Black,610.0,4.0,Investment Banking,Reject
4227,Male,True,3.35,Business,,660.0,5.0,Technology,Admit
626,Female,True,3.07,STEM,,640.0,6.0,Real Estate,Admit
3232,Female,False,3.35,Humanities,White,700.0,6.0,Investment Banking,Admit
4804,Male,False,2.95,Business,Black,610.0,4.0,Financial Services,Reject
4730,Male,False,3.29,Business,White,710.0,4.0,Nonprofit/Gov,Admit
2980,Male,False,3.15,STEM,Asian,650.0,4.0,Investment Management,Reject
2205,Male,False,3.46,Humanities,White,690.0,5.0,Nonprofit/Gov,Admit
962,Male,False,3.51,Humanities,White,750.0,6.0,Real Estate,Admit
715,Male,False,3.4,Humanities,Asian,700.0,4.0,Retail,Admit
2182,Male,False,3.32,Humanities,White,670.0,6.0,Consulting,Reject
4239,Male,True,3.3,STEM,,730.0,7.0,Nonprofit/Gov,Reject
2311,Male,False,3.33,Business,Hispanic,700.0,6.0,Consulting,Admit
5134,Male,False,3.62,Humanities,Asian,700.0,6.0,Technology,Admit
3664,Male,True,3.28,Business,,660.0,6.0,Financial Services,Admit
3404,Female,False,3.44,Humanities,White,750.0,5.0,PE/VC,Admit
4445,Male,False,3.33,Business,White,670.0,3.0,Consulting,Reject
463,Male,True,3.46,Business,,640.0,5.0,Real Estate,Reject
5960,Male,True,3.31,Humanities,,660.0,5.0,Investment Management,Admit
3432,Male,False,3.35,Humanities,Asian,660.0,5.0,Nonprofit/Gov,Reject
2228,Male,False,3.45,Humanities,White,670.0,4.0,Investment Banking,Admit
1732,Male,False,3.13,STEM,White,640.0,7.0,Health Care,Reject
1382,Female,False,3.32,Humanities,Other,670.0,5.0,Consulting,Admit
2175,Female,False,3.3,Humanities,Hispanic,700.0,5.0,Consulting,Admit
2615,Male,False,3.23,Humanities,White,590.0,4.0,Financial Services,Reject
4481,Male,False,3.6,Business,Black,750.0,6.0,Technology,Admit
4909,Male,False,3.35,Business,White,580.0,3.0,PE/VC,Reject
4737,Female,False,3.36,Humanities,Other,710.0,5.0,CPG,Admit
919,Female,False,3.19,Business,Asian,680.0,5.0,Consulting,Reject
3122,Male,False,3.38,Business,Hispanic,730.0,6.0,Investment Management,Admit
2458,Male,False,3.07,Business,White,590.0,3.0,Other,Reject
1881,Male,False,3.29,Humanities,Hispanic,700.0,6.0,Consulting,Admit
5756,Male,True,3.17,Humanities,,650.0,5.0,Consulting,Reject
3583,Male,False,3.41,STEM,Black,680.0,5.0,Technology,Admit
5115,Male,True,3.54,STEM,,670.0,5.0,Technology,Admit
666,Female,True,3.11,STEM,,650.0,4.0,Technology,Admit
5323,Male,False,3.31,Humanities,Asian,700.0,5.0,Technology,Admit
5105,Male,False,3.22,Humanities,Black,610.0,4.0,Investment Banking,Reject
4627,Female,False,3.23,STEM,Asian,640.0,5.0,Energy,Reject
984,Male,False,3.43,Humanities,Black,680.0,5.0,Technology,Admit
277,Male,False,3.52,Humanities,White,770.0,3.0,Investment Banking,Reject
518,Female,True,3.23,Humanities,,630.0,6.0,Consulting,Admit
2162,Male,False,3.48,Business,Hispanic,660.0,4.0,Real Estate,Admit
1904,Male,True,3.31,STEM,,650.0,6.0,Investment Management,Reject
5915,Male,False,3.2,Business,Black,670.0,4.0,Nonprofit/Gov,Reject
1408,Male,True,3.23,Business,,620.0,6.0,Consulting,Reject
3509,Male,True,3.18,STEM,,680.0,3.0,PE/VC,Reject
4321,Female,True,3.04,Humanities,,610.0,5.0,Investment Banking,Reject
1328,Male,True,2.89,Humanities,,570.0,6.0,PE/VC,Reject
5054,Male,True,3.31,Humanities,,660.0,4.0,CPG,Reject
122,Female,True,3.29,Business,,710.0,4.0,Consulting,Admit
2538,Male,False,3.25,Humanities,Asian,660.0,4.0,Financial Services,Reject
3020,Male,False,3.31,Business,Asian,720.0,6.0,Nonprofit/Gov,Admit
5002,Female,False,3.36,Business,Hispanic,650.0,4.0,Nonprofit/Gov,Reject
1945,Female,False,3.5,Humanities,White,690.0,6.0,PE/VC,Admit
4274,Male,False,3.27,STEM,Other,640.0,5.0,Nonprofit/Gov,Reject
571,Male,False,3.37,STEM,Black,690.0,4.0,Investment Banking,Admit
5464,Male,True,3.41,STEM,,650.0,5.0,Consulting,Reject
4026,Male,False,2.94,STEM,Black,590.0,4.0,Consulting,Reject
1259,Male,False,3.12,Humanities,Black,610.0,5.0,Investment Banking,Reject
1845,Female,False,3.28,STEM,Asian,690.0,4.0,Health Care,Admit
5231,Male,True,3.48,Humanities,,760.0,5.0,Consulting,Admit
4486,Male,True,3.36,Humanities,,710.0,2.0,Other,Admit
3523,Male,False,3.28,Business,Black,670.0,5.0,Consulting,Reject
5356,Female,False,3.22,Humanities,Black,660.0,7.0,Financial Services,Admit
3350,Female,False,3.22,STEM,White,590.0,5.0,Energy,Reject
1138,Female,False,3.24,Business,Asian,580.0,6.0,PE/VC,Reject
2590,Male,False,3.5,Humanities,White,740.0,6.0,Financial Services,Admit
1300,Male,False,3.55,Humanities,Asian,670.0,3.0,Investment Management,Admit
162,Female,False,3.2,STEM,White,610.0,4.0,Consulting,Admit
4049,Male,False,3.45,STEM,White,660.0,7.0,Nonprofit/Gov,Admit
3847,Male,False,3.25,Humanities,Hispanic,690.0,5.0,PE/VC,Admit
2283,Male,False,3.67,STEM,Black,720.0,5.0,Consulting,Admit
4814,Female,True,3.38,Business,,610.0,6.0,Technology,Reject
5519,Male,True,3.27,STEM,,660.0,3.0,Investment Banking,Admit
4214,Male,False,3.27,Business,Asian,610.0,5.0,Technology,Reject
4385,Female,False,3.22,STEM,Other,620.0,5.0,Real Estate,Reject
4327,Male,False,3.11,Humanities,Other,650.0,4.0,Consulting,Reject
4690,Female,False,3.34,STEM,Asian,690.0,6.0,PE/VC,Admit
6054,Female,False,2.89,Business,Black,630.0,4.0,Financial Services,Reject
2185,Male,False,3.26,Humanities,Hispanic,680.0,5.0,Consulting,Admit
1617,Male,False,3.13,Humanities,White,570.0,4.0,Real Estate,Reject
5993,Female,False,3.44,STEM,White,720.0,5.0,Nonprofit/Gov,Admit
1919,Male,False,3.17,Business,Black,630.0,5.0,Consulting,Reject
4307,Female,False,3.4,Business,White,700.0,5.0,Nonprofit/Gov,Admit
3828,Male,False,3.3,Business,White,600.0,4.0,Investment Banking,Reject
6079,Female,False,3.39,Humanities,Hispanic,640.0,5.0,Other,Reject
3973,Male,False,3.39,Business,White,690.0,5.0,Consulting,Admit
5970,Female,True,3.14,Humanities,,620.0,4.0,Financial Services,Reject
3693,Female,True,3.17,STEM,,700.0,5.0,PE/VC,Reject
718,Male,False,3.27,STEM,Hispanic,700.0,6.0,Consulting,Admit
4717,Female,True,3.29,STEM,,610.0,4.0,PE/VC,Reject
3929,Male,False,3.19,Business,Asian,580.0,5.0,Nonprofit/Gov,Reject
3572,Male,False,3.34,Humanities,Asian,650.0,5.0,Consulting,Reject
392,Female,False,3.34,Business,White,680.0,4.0,Financial Services,Admit
1488,Male,False,3.12,Business,White,610.0,5.0,Investment Management,Reject
3690,Male,False,3.32,Business,Asian,600.0,5.0,Consulting,Reject
1902,Female,False,3.4,Humanities,Hispanic,660.0,5.0,Consulting,Admit
3083,Female,True,3.27,Business,,700.0,6.0,Investment Banking,Admit
2325,Male,False,3.3,STEM,Hispanic,730.0,4.0,PE/VC,Admit
2085,Male,False,3.28,STEM,Asian,680.0,7.0,Nonprofit/Gov,Admit
5149,Female,True,3.41,Business,,710.0,6.0,Other,Reject
2983,Female,False,3.23,Business,Asian,670.0,5.0,Financial Services,Admit
5168,Female,True,3.19,STEM,,630.0,5.0,PE/VC,Reject
3480,Female,False,3.05,Business,Black,610.0,3.0,Consulting,Reject
3532,Male,True,3.09,Business,,620.0,5.0,Financial Services,Reject
1812,Male,True,3.28,Humanities,,650.0,5.0,Consulting,Reject
1362,Male,False,3.4,Humanities,Other,710.0,4.0,Health Care,Admit
1707,Female,False,3.27,Humanities,Asian,700.0,5.0,Technology,Admit
171,Female,False,3.36,Humanities,Asian,710.0,4.0,CPG,Admit
5053,Female,False,3.37,Business,Asian,640.0,4.0,Media/Entertainment,Reject
4753,Male,True,3.23,STEM,,680.0,5.0,Investment Banking,Admit
2289,Female,True,3.37,STEM,,660.0,5.0,Investment Management,Admit
1764,Male,True,3.5,STEM,,710.0,6.0,Financial Services,Admit
5252,Female,False,3.13,Humanities,White,590.0,4.0,Nonprofit/Gov,Reject
4587,Male,False,3.26,Humanities,Black,630.0,6.0,PE/VC,Reject
2060,Male,True,3.15,Humanities,,620.0,5.0,Nonprofit/Gov,Reject
1004,Male,True,3.42,Business,,720.0,5.0,PE/VC,Reject
2300,Female,False,3.21,STEM,Hispanic,680.0,5.0,Nonprofit/Gov,Admit
4945,Male,False,3.37,Business,White,660.0,6.0,PE/VC,Admit
3564,Male,False,3.32,Business,Black,630.0,5.0,Consulting,Reject
5022,Male,True,3.29,STEM,,670.0,4.0,Consulting,Admit
3742,Male,False,3.36,Humanities,White,730.0,5.0,PE/VC,Admit
3740,Male,False,3.25,Humanities,White,620.0,5.0,PE/VC,Reject
2221,Female,False,3.46,Business,Black,780.0,6.0,Nonprofit/Gov,Admit
624,Male,False,2.95,STEM,Black,570.0,6.0,Consulting,Reject
1847,Female,True,3.08,Humanities,,570.0,5.0,Consulting,Reject
3906,Male,True,3.23,STEM,,650.0,7.0,Investment Management,Reject
1565,Male,False,3.51,STEM,White,710.0,5.0,Investment Management,Admit
1944,Female,False,3.32,STEM,White,720.0,2.0,Media/Entertainment,Admit
600,Male,True,3.06,STEM,,650.0,5.0,Nonprofit/Gov,Reject
3775,Female,False,3.21,STEM,White,630.0,3.0,Consulting,Reject
1402,Female,False,3.02,Humanities,Black,610.0,4.0,Consulting,Reject
330,Male,False,3.38,Business,Asian,570.0,4.0,Other,Reject
1006,Male,False,3.18,STEM,White,710.0,4.0,Consulting,Reject
1721,Female,True,3.42,STEM,,710.0,5.0,Nonprofit/Gov,Reject
3172,Male,False,3.37,Humanities,White,660.0,5.0,Financial Services,Admit
1818,Male,False,3.41,Humanities,Asian,680.0,5.0,Consulting,Admit
5549,Male,True,3.36,Humanities,,740.0,3.0,Financial Services,Reject
103,Male,False,3.65,Humanities,Black,700.0,6.0,Health Care,Admit
3181,Female,False,3.39,Business,Black,660.0,6.0,Consulting,Admit
2642,Female,False,3.35,STEM,Asian,700.0,4.0,Consulting,Admit
4926,Male,False,3.56,Humanities,Hispanic,670.0,6.0,Consulting,Admit
514,Male,False,3.18,STEM,Asian,620.0,4.0,Consulting,Reject
1833,Male,False,2.91,Humanities,Black,610.0,5.0,PE/VC,Reject
3621,Male,True,3.18,Business,,620.0,4.0,Technology,Reject
1281,Male,False,3.11,STEM,Hispanic,660.0,4.0,Investment Banking,Reject
5376,Male,True,3.38,STEM,,690.0,7.0,Consulting,Reject
5473,Male,True,3.22,Humanities,,680.0,5.0,Financial Services,Admit
5458,Male,False,3.48,Humanities,Black,730.0,5.0,Health Care,Admit
5232,Male,False,3.55,Business,White,710.0,4.0,PE/VC,Admit
4534,Male,False,3.12,Business,Black,660.0,7.0,Consulting,Reject
5577,Male,False,3.48,Business,Black,780.0,4.0,Consulting,Admit
5148,Male,True,3.35,Humanities,,660.0,7.0,Financial Services,Reject
6067,Female,True,3.09,Humanities,,620.0,7.0,Investment Banking,Reject
2832,Male,False,3.09,Humanities,Black,680.0,5.0,Investment Banking,Reject
795,Male,False,3.33,STEM,Asian,690.0,4.0,Financial Services,Admit
4987,Male,False,3.55,STEM,White,720.0,5.0,PE/VC,Admit
5566,Male,False,3.19,Business,Asian,630.0,3.0,Other,Reject
3649,Female,False,3.54,Business,White,780.0,5.0,Health Care,Admit
4955,Male,False,3.33,Humanities,Asian,700.0,5.0,Consulting,Admit
5088,Male,False,3.33,Humanities,Other,680.0,6.0,Consulting,Admit
968,Male,False,3.33,STEM,Asian,730.0,6.0,PE/VC,Admit
3793,Male,False,3.42,Humanities,White,580.0,6.0,PE/VC,Reject
2271,Male,False,3.49,Humanities,Asian,680.0,5.0,Technology,Admit
4391,Male,True,3.34,Humanities,,670.0,4.0,Investment Banking,Admit
4826,Male,False,3.59,STEM,White,780.0,4.0,Consulting,Admit
677,Female,False,3.03,Humanities,Black,570.0,7.0,Consulting,Reject
5236,Female,False,3.26,Humanities,Asian,680.0,6.0,Technology,Admit
4776,Male,False,3.25,Business,Other,720.0,4.0,Consulting,Admit
1581,Male,True,3.05,STEM,,570.0,6.0,Technology,Reject
4370,Female,False,3.55,Business,Asian,700.0,6.0,PE/VC,Admit
1348,Female,True,3.2,Humanities,,720.0,6.0,Nonprofit/Gov,Reject
5925,Female,False,3.46,Humanities,Hispanic,670.0,5.0,Consulting,Admit
3930,Female,True,3.09,STEM,,630.0,4.0,PE/VC,Reject
2896,Male,False,3.22,Humanities,Hispanic,740.0,5.0,Other,Admit
638,Male,True,3.36,STEM,,690.0,3.0,Consulting,Reject
341,Female,False,3.1,Business,Other,620.0,6.0,Real Estate,Admit
2907,Female,False,3.3,Business,Asian,710.0,6.0,Investment Banking,Admit
1134,Male,False,3.19,Humanities,White,640.0,4.0,Investment Banking,Reject
4588,Male,True,3.21,Humanities,,620.0,4.0,Consulting,Reject
2612,Female,False,3.22,Business,Black,660.0,4.0,Investment Banking,Admit
560,Male,True,3.17,STEM,,590.0,7.0,Financial Services,Reject
5626,Male,True,3.18,Business,,680.0,5.0,Investment Management,Reject
6119,Male,False,3.43,STEM,White,700.0,5.0,Financial Services,Admit
5675,Female,False,3.35,Business,Black,660.0,6.0,Technology,Admit
2176,Male,False,3.55,STEM,White,720.0,4.0,Investment Banking,Admit
1175,Female,True,3.31,STEM,,680.0,6.0,Consulting,Admit
4872,Male,False,3.28,Business,White,710.0,5.0,Investment Banking,Admit
3654,Female,True,3.07,Humanities,,580.0,6.0,Consulting,Reject
1570,Male,False,3.15,STEM,White,620.0,5.0,PE/VC,Reject
4768,Female,True,3.55,Business,,700.0,4.0,Consulting,Admit
3089,Female,False,3.47,STEM,Asian,670.0,6.0,PE/VC,Reject
1650,Male,False,3.44,Humanities,Other,720.0,4.0,Consulting,Admit
944,Female,True,3.39,STEM,,690.0,6.0,Technology,Admit
1048,Male,True,3.4,STEM,,580.0,5.0,Consulting,Reject
3066,Male,False,3.32,Humanities,White,650.0,4.0,Financial Services,Reject
2875,Male,False,3.52,Humanities,Black,690.0,5.0,Financial Services,Admit
2373,Male,False,3.28,Humanities,Asian,670.0,5.0,PE/VC,Reject
816,Male,False,3.39,Business,Hispanic,680.0,4.0,PE/VC,Admit
4352,Male,False,3.32,STEM,White,610.0,5.0,Other,Reject
2360,Male,True,3.4,STEM,,770.0,3.0,PE/VC,Admit
6130,Female,False,3.13,Humanities,White,640.0,5.0,Health Care,Reject
4979,Female,False,2.98,Business,Hispanic,610.0,5.0,CPG,Reject
1359,Female,False,3.4,Humanities,White,690.0,7.0,Investment Banking,Reject
1755,Male,True,3.23,Humanities,,630.0,5.0,PE/VC,Reject
195,Female,True,3.48,Humanities,,670.0,5.0,Financial Services,Admit
3860,Male,False,3.29,Business,White,630.0,5.0,Financial Services,Reject
3578,Male,False,3.4,Business,Hispanic,670.0,4.0,PE/VC,Admit
3657,Female,False,3.34,Business,Asian,710.0,5.0,Other,Admit
3106,Male,False,3.54,Business,White,760.0,5.0,Financial Services,Admit
5668,Male,False,3.61,Humanities,Asian,780.0,5.0,Consulting,Admit
4158,Female,False,3.14,Business,White,600.0,5.0,Other,Reject
4866,Female,False,3.64,Business,Black,720.0,5.0,Nonprofit/Gov,Admit
4549,Male,True,3.11,Business,,650.0,7.0,Nonprofit/Gov,Reject
765,Male,False,3.35,Humanities,Black,720.0,7.0,Consulting,Admit
3379,Male,False,3.44,Business,Hispanic,720.0,8.0,Technology,Reject
5815,Male,True,3.27,Humanities,,660.0,5.0,Consulting,Reject
2120,Male,True,3.3,Humanities,,680.0,5.0,CPG,Admit
2641,Female,True,3.32,Business,,730.0,5.0,PE/VC,Reject
3450,Male,False,3.45,Business,White,770.0,7.0,Consulting,Admit
5766,Male,False,3.15,Humanities,Black,630.0,5.0,Media/Entertainment,Reject
422,Male,False,3.29,Humanities,Asian,640.0,6.0,Investment Banking,Reject
4288,Male,False,3.29,Business,Other,670.0,5.0,Nonprofit/Gov,Admit
4248,Male,False,3.42,STEM,Hispanic,690.0,4.0,Health Care,Admit
636,Male,True,3.29,Humanities,,690.0,4.0,PE/VC,Reject
4181,Male,False,3.08,Humanities,White,610.0,4.0,Financial Services,Reject
3046,Male,False,3.46,STEM,Black,680.0,4.0,Consulting,Admit
1283,Male,True,3.15,Humanities,,600.0,5.0,Investment Banking,Reject
3834,Male,False,3.4,STEM,White,700.0,5.0,Other,Admit
1597,Male,False,3.12,STEM,Asian,630.0,6.0,Technology,Reject
33,Male,False,3.33,Humanities,Black,700.0,6.0,Investment Banking,Admit
5156,Female,False,3.08,Business,Asian,620.0,4.0,Investment Banking,Reject
1806,Male,True,3.21,Humanities,,700.0,4.0,Investment Banking,Reject
5752,Female,False,3.05,Humanities,Asian,590.0,4.0,Consulting,Reject
5280,Male,False,3.24,Business,Asian,710.0,5.0,Nonprofit/Gov,Admit
267,Male,False,3.28,STEM,White,600.0,5.0,Consulting,Reject
5711,Female,False,3.22,Business,White,650.0,6.0,PE/VC,Reject
5715,Male,False,3.3,Humanities,White,610.0,6.0,Consulting,Reject
3365,Male,True,3.38,Humanities,,640.0,4.0,Financial Services,Reject
1476,Female,False,3.2,Business,White,580.0,6.0,Consulting,Reject
3319,Male,True,3.16,Business,,700.0,6.0,Financial Services,Reject
2801,Male,False,3.16,Humanities,White,630.0,5.0,Technology,Reject
1014,Male,False,3.44,STEM,White,690.0,5.0,PE/VC,Admit
586,Female,False,3.01,Business,Asian,570.0,5.0,Consulting,Reject
3452,Female,False,3.07,Business,White,680.0,6.0,Consulting,Reject
3430,Female,False,3.03,Humanities,White,620.0,6.0,Nonprofit/Gov,Reject
5291,Male,True,3.28,Business,,570.0,5.0,Technology,Reject
1002,Male,False,3.21,Business,Asian,610.0,5.0,Nonprofit/Gov,Reject
947,Male,False,3.29,Business,Asian,690.0,5.0,Health Care,Admit
3784,Male,True,3.28,Humanities,,680.0,6.0,Consulting,Admit
3878,Male,False,3.07,Humanities,Black,590.0,5.0,Consulting,Reject
5565,Male,True,3.07,Humanities,,610.0,5.0,Consulting,Reject
5644,Male,False,3.48,Business,White,690.0,4.0,Nonprofit/Gov,Admit
4985,Female,False,3.26,STEM,Asian,610.0,6.0,PE/VC,Reject
2333,Male,True,3.37,STEM,,730.0,5.0,Technology,Reject
5010,Male,True,3.07,STEM,,590.0,3.0,Investment Banking,Reject
2787,Male,False,3.12,STEM,Hispanic,590.0,7.0,Other,Reject
196,Female,False,3.14,Business,White,600.0,3.0,Nonprofit/Gov,Admit
6168,Male,True,3.24,Business,,570.0,4.0,Consulting,Reject
2378,Male,False,3.33,Business,White,690.0,5.0,Investment Banking,Admit
3902,Female,False,3.48,Business,White,770.0,6.0,Consulting,Admit
311,Male,False,3.49,Business,Other,700.0,5.0,Investment Management,Admit
4941,Male,False,3.14,Humanities,Black,580.0,8.0,PE/VC,Reject
4977,Male,False,3.42,STEM,Asian,710.0,4.0,Technology,Admit
3321,Male,False,3.25,STEM,White,690.0,6.0,Consulting,Admit
559,Male,False,3.31,Humanities,White,580.0,6.0,Investment Banking,Reject
833,Male,False,3.49,Business,White,750.0,5.0,Investment Banking,Admit
1101,Female,False,3.29,Humanities,Asian,730.0,5.0,Nonprofit/Gov,Admit
5482,Female,False,3.15,Business,Asian,580.0,5.0,Investment Management,Reject
1736,Male,False,2.83,Humanities,Black,570.0,5.0,Nonprofit/Gov,Reject
1315,Female,False,3.33,STEM,Hispanic,680.0,5.0,PE/VC,Admit
1638,Male,False,3.34,Business,White,680.0,5.0,PE/VC,Admit
2876,Male,True,3.22,Business,,650.0,5.0,PE/VC,Reject
5485,Male,False,3.12,Humanities,Black,640.0,5.0,Nonprofit/Gov,Reject
2292,Male,True,3.47,STEM,,670.0,5.0,Nonprofit/Gov,Reject
5302,Male,False,3.38,STEM,Black,730.0,4.0,PE/VC,Admit
